1880331212,飞书,小透明官号来报道[热词系列_神仙UP]好家伙，这飞书用得太溜了吧！,100,5257
7952166,Theooh,我愿称之为《影视飓风入职必看》，这就改简历[脱单doge]（但视频是对影视制作者们都超有帮助！,12,2348
29191888,小戴社长,前排总结一下tim在视频里提到的干货！真的很实用！1.摄影机与镜头的采购需要从多方面考虑。2.应该对个人拥有的摄影器材进行统计。出门前在表中确认找到要用的即可，防止疏漏。（开工收工都要在离开片场前好好确认器材！！）3.要习惯把脑子里的好点子记录下来4.学会使用成熟的理论来检验自己的视频质量。（HKRR：Happiness、Resonance、Knowledge、Rhythm）5.策划过程中要详细的作出对目标的预期，便于理清思路6.作为团队领导，学会合适的将工作分配下去，以得到最好的执行。7.学会使用云端文档进行协作，保证沟通顺畅8.针对性的针对节目进行策划，权衡画质与拍摄便利性9.学会监看画面（用大屏幕有专人监看会保证画面以最佳的效果呈现）10.技术是内容的基石，学会做好平衡，不让画质来反噬你的创意11.事前要考虑到拍摄环境，决定你的拍摄与录音方案12.当素材量很大，没有DIT现场拷卡，需要学会封卡（详见视频），保证数据安全存储13.团队协作时应当建立明确的工作标准和文件分类，便于提升效率14.混音是门学问（不是简单的平衡bgm和talking的音量）15.作为up主要学会复盘和研究数据，研究热点与潮流16.做好自我拥有主见，不要盲目随波逐流如果有漏还请见谅！上面是我觉得很重要的点！！！[脸红][doge],28,2659
302304385,LCQ同学,跟去年的总结视频相比，tim明显没有那么压抑了，这是新的一年的好兆头。为了热爱，无限进步，加油！,6,957
26951696,飞书帮助中心,小透明官二号来报道 [热词系列_梦幻联动] 飞书帮助中心让你工作效率突飞猛进，还不知道就亏了！！！,13,1530
19706184,李涛涛Josh,影视飓风听起来像是个营销号，但是看了两期之后我被Tim的真实和节目的用心打动了，确实是一个献祭Tim做节目的好频道[脱单doge],6,990
1874198290,天气大师App-真是官方,Tim团队的关于内容评价HKRR理论，真的是非常非常有价值的干活[给心心][给心心]收益非常多,7,868
34524959,星河长夜z,建议把夭折的那些部分也放出来，毕竟本来就是一个好点子，还可以水一期 （bushi [tv_doge],10,977
360208872,假如成天傻乐,这期质量太好了，今年其他所有的视频我都没看，就这个我直接一键三连了[珈乐Carol_决明子],21,640
29368115,丨皮卡超丨,大家真的，要把王者荣耀，还有乱七八糟的手游卸载掉，然后少看微博抖音知乎这些乱七八糟的文章和新闻，多多找到自己真心喜欢的东西，去创造东西，而不是和机器人一样不停的点手机屏幕，划手机屏幕，可以把自己做出来的东西投稿到b站，会找到更多兴趣相投的伙伴，丰富经历，互相学习进步,75,2724
513778858,夜雨浅秋,这是影视飓风2022年目前最好看最优秀数据量最高的视频[tv_doge][脱单doge],2,502
395845200,小米有品,u1s1，tim就是肝王[捂眼],14,677
700634784,飓风商店MediaStore,iPad mini半笼我们用下来是真的好用，但是量产的话成本确实是有点高，小伙伴们可以回复下心理预期价格，我看看量产能不能回本[捂眼],46,367
100825369,十万个品牌故事,说来惭愧[捂眼],4,366
28205587,-知君何事泪纵横-,tim一直都是我影视区的最爱 看你从八十万粉到三百多万 真的能看出tim本人是非常有逻辑有条理又有情怀和思想的人 非常佩服！愿意分享这么核心和高效的工作流程 这么真诚和细致的脚本 相信你们一定会越来越好[给心心],2,254
18552427,小泽zz6,新年快乐！无限进步！！！,2,240
340419584,十玖带诗人,一年冲100次，这一年我是怎么做到的[蛆音娘_滑稽],22,386
302442159,余生临渊,u1s1，我想到影视飓风里面工作[doge],18,205
37441025,锦江知上,真的很佩服tim毫无保留分享成功经验 无论是对个人up还是团队或者是作为一个观众来看 都会带来很大的启发 看到影视飓风在一个一个视频里快速发展成长 真的备受鼓舞！无限进步！！respect！,2,139
3066511,特效小哥studio,他才大我一岁啊[跪了],76,5797
125912417,女神的玩物,进步的只有你们，我却在原地踏步[难过],9,357
21341704,bili美图区up,满满的都是干货[妙啊],7,253
23286845,不能省略的省略号,这个视频让我进一步知道了知行合一的不易，TIM把自己团队的工作流如此完整的呈现，还有很对感觉挺实用的小技巧都展示了（因为我暂不从事影视行业所以只是感觉），你看到就会觉得这个团队的运营真的井井有条，但是TIM仍不忌惮把这么强的工作流分享出来，应该就是执行起来不会那么容易。就像是一个学霸在毫无保留的告诉你自己是怎么学习的，但是并不怕你追上，因为执行力差太多了[脱单doge],5,77
10056377,清雨建筑,Tim我的Tim嘿嘿嘿嘿🤤🤤🤤,14,182
71524862,Naicoo,还是有点音画不同步呢,14,65
384272701,不正经的笨笨笨笨呐,我发布了一篇笔记，快来看看吧飞书文档    https://gbl5x3kvzi.feishu.cn/docs/doccnI7wuAJN89n79EzlvUjCsBd   00:08...https://www.bilibili.com/h5/note-app/view?cvid=14704649&pagefrom=comment,8,65
37389203,Gnemhz,tim每年度这个总结视频我都特别喜欢，能学到好多可以内化在自己学习、工作、生活方面的思考角度和处理逻辑。如果说去年的那期创业故事还是带着情感与节奏的波动，今年俨然是泰然自若游刃有余了。真好啊。,0,53
254463269,毕导THU,一年更新100期，这是人类能做到的？？？,4,37
275016013,鱼林威w,无限进步[Cat2_Infinite!],4,37
51134382,缘灬梦曦,前排！好耶！！！就是爆肝看着有点不习惯，多多休息呀！！,0,35
374005791,陈平安-狗头,感觉tim有些驼背，脖颈前倾，希望tim注重自己的身心健康,2,26
11575966,正直的除0师,想看桀哥的采访[doge]b站史塔克和dy史塔克的碰撞[doge],2,25
27745137,免费宝石x15000,相比起这个我还是关心tim 抽动症怎么样了 [辣眼睛],0,18
13772055,Aloys-,这次的音画不同步有点严重呀Tim,7,25
391956758,LOL生日快乐,我宣布！这个视频会上热搜[脱单doge]而我！会上热评[响指][doge],0,32
13127564,阿爾托莉雅・潘德拉貢,谢谢Tim的表格打勾法，很好用，但是我不用那么麻烦，带一台手机就搞定了，因为我买不起这些设备[doge],0,16
406734855,Orange_Hz,所以pass掉的片子什么时候再来一波总结[doge][doge],0,13
87071217,qingcloud1,[傲娇]2021更新的够多了 2022不许再更这么多了，该休息的时候要休息，不要再肝了，TIM[傲娇][傲娇][傲娇],0,11
8672336,孤单心事的の全,音画又不同步了,0,14
404056966,匹克体育,新人UP主来学习了。[打call],3,9
6645938,ITACHIDK,所有的不要笑、不要什么什么的挑战视频，到我这对我来说就是不要取关挑战，而我一般都失败了（取关），现在看到那类视频都犯恶心,1,18
4876072,沢鄦时代,太优秀了  坦诚的分享值得毫无保留的三连，不只是方法和工具，这努力劲儿也很激励人。,0,8
20789812,爱茄子的喵,建议隔壁 亿点点不一样 过来学习一下[doge],0,10
800847,儒雅随和鲍里斯,能掏心窝子把自家workflow分享出来的UP可太少了，这些在很多公司里甚至算是不传之秘,0,7
7581319,六花雨心,说实话，软件好用是一方面，但是执行力不够，或者相关人不上心，软件再好用也没用，我们公司用的就是飞书，但还是经常有人不知道他该参与哪些项目，到deadline才被人通知要参与，然后群里也没人at他，然后更离谱的是一帮人还会怪他怎么没注意到[囧],1,7
71245173,出门右拐撞南墙,作为一个刚刚起步的创业公司的创始人，真的很感谢Tim的分享。这次分享的内容对于企业和个人up的工作流程梳理特别有帮助，解决了很多初创企业的痛点，可以帮助刚上路的新手up们和管理人员们跨过很多坑[热词系列_吹爆],0,7
379320689,Well_nine,快点量产iPad的外壳吧,0,7
171383345,阳光透过一窗,这个点1.2万人在看，Tim牛B[打call][打call],0,7
742959,千sho,真的很毫无保留了[大哭][星星眼]连完播率都放出来了！想问一下tim那个显示完播率等数据的界面是自己开发的吗～,5,7
483979662,biubiu好嗨皮,我其实很少看up主的视频（因为我不懂），今天进行期末复习，学习学不下去。我发现这个视频我居然能听下去[笑哭][笑哭][笑哭]，果断一键三连了,1,6
19950151,希希糖纸,太牛了就算不是这个领域的也觉得超超超超超超级有条理！三连走起！希望影视飓风可以越做越好[打call],0,6
91701358,长不高的影落sama,影视飓风！无限进步！,0,6
136128711,身属A2ぃ心系2B,跟B站很多经常上热门榜的随便拍个生活类的挑战与整活就收割百万播放量的视频形成鲜明对比，劣币驱逐良币可以接受，毕竟现在大环境如此，但只求别赶尽杀绝,2,8
479638189,1万块为所欲为,来上课了，Tim老师好。今年给个机会让我把学费交了吧。,0,9
7280796,烧烤代吃,[doge] 你怎么和小鱼视频里的潘天鸿怎么像,0,7
354506166,ACCSOON致迅科技,来晚了[脱单doge]，2022年我们一起进步！,4,5
17240834,阿翻酱是什么酱,Tim好像有一种能让人保持专注力的能力，有时候专业的摄影知识，其实已经超出我能理解的范畴了，但是Tim表述的节奏、眼神和肢体语言能带你进入他所描述的语境中，即使完全听不懂，但你还是愿意听他讲述下去，我觉得这是一个很厉害的能力,1,5
3715011,王柴柴效应,太强了 一个懂内容制作+管理统筹的老板真的很重要 才能保证招正确的人跟招回来的人能做正确的事 即使把整个工作流事无巨细展现出来也没有关系 因为从第一点开始就难以复制,0,5
336110860,__徐行__,老实说我在别的up的视频里听到影视飓风，我以为up是大叔的那种[笑哭]不久前看了合作视频才发现这么嫩[笑哭],0,5
398200623,Cheney_CYN,新年快乐继续无限进步呀,0,5
14829832,ZMI紫米,说个题外话，tim哥哥笑起来真好看[藏狐][藏狐][藏狐],1,4
288950632,爱发呆的板栗先森,看得我热泪盈眶的！这真的毫无保留的分享了！相信一定会对未来更多创作者提供宝贵的帮助！看我以后就有一种感觉，多年以后回首，这注定将会是一个传奇，哈哈哈~2022年1月5日 12:54:43,0,4
64505300,李朴频道LPCH,我也更新了不少，也好几十期呢。结果粉丝增长很少，收益很少拍视频感觉是完成任务而已[doge]即使这样，我仍旧不忘记过来留个评论，只因为影视飓风给我们分享了很多美好的东西2022年共同进步！,0,4
276190032,不撑伞会黑,感觉这才是一个现代化的公司，我们公司现在还在沉迷于各种纸质版，在一个领导空的办公室门外等领导回来了签名，真的落后至极,0,4
347250422,我是热水哥,刷了3遍，都是实实在在的干货，简直是在教我开公司！[藏狐] 干货全拿走，开店就赚钱[doge],2,4
8800914,爱唱歌的裕宸,我发布了一篇笔记，快来看看吧优质爆款视频的流程   【图片】  具有快乐属性、知识属性、共鸣属性和节奏感 ♥切勿自嗨和自我感动  一、 策划    【图片】  策划文案-编导和up主...https://www.bilibili.com/h5/note-app/view?cvid=14703018&pagefrom=comment,0,4
8846320,-苏许-,很喜欢TIM视频里的一句话：每个视频都会复盘观众的表现。这就告诉我们一个道理，看视频千万不要投币，更不要一键三连，这样才更有利于up主不断进步，不断提高。[doge],1,4
355405987,你好我是杰尼龟,真的好羡慕这样能有时间有精力有想法去实现自己的目标,0,4
21220986,小黄鸭i汤圆,来早了不知道说什么，给影视飓风拜个早年吧！[福到了],1,4
52934883,莫里亚蒂船长,想知道拿群晖做达芬奇的项目服务器，是应该直接用PostGres么，为什么BMD没有给Linux版本的Project Server，想知道TIM是怎么配置起来的[大哭][大哭][大哭],0,5
347468517,雏和菊,各位爸爸们让我做个第一好吗[doge][doge],0,5
571307144,雅迪电动车官方,还得是Tim @视频制作部敲黑板，记重点了朋友们[奋斗],3,3
24292450,食神达芬奇,tim这18分钟，搁一些网站上当教学，定价低于5万都是tim亏了，更别提那文档了,0,3
59473101,珊迪迪迪大王,太喜欢影视飓风了，现在在数字影像专业学习影视飓风真的是我的领头羊，从头疼的收音，再到拍摄剪辑，真的理得清清楚楚，真的好喜欢,1,3
225202601,龙龙哥啊,我的梦想，是去影视飓风实习，或者工作。虽然我是个摄影小白，但是我真的热爱这个行业，祝影视飓风在新的一年里，再创辉煌，完成新的梦想,1,3
225365095,筑梦师芒西,这个一键三连居然是tim的小人。,1,3
475786293,張辰澤的晚安計劃,希望手机壳还有未来要出的平板可以有更多机型，要不我真没法支持[笑哭]现用平板华为matepad11[doge],1,3
50795179,人生有限公司,先进团队，先用飞书！,0,3
21182805,豆汁浆子,@TESTV官方频道 内卷起来[doge][doge],0,3
13580053,Winston0o0,b站这么多账号，我觉得影视飓风是把商业运营、视频质量、内容构建等各方面权衡的最好的,0,3
328476498,白杨呀嘿,挖槽，突然好想去这样的公司，可惜自己啥也不会[tv_大哭],0,3
1369148417,學富快五車,温馨提示，三连解锁特殊动画,0,3
33887205,星空下の旅者,[热词系列_你币有了][热词系列_吹爆][热词系列_三连],0,3
385423005,吃花椒的猫喵喵,三连真的有特效[热词系列_知识增加],0,3
28150205,KISS_KILL,和小伙伴们搞的小工作室成立了[doge]各位期待一下,1,3
477763835,Bigrrrrred,影视飓风真的好棒哎【强】年轻人 年轻团队该有的样子 卷来卷去的根本不是迭代 就是用重复来浪费生命 破圈破的是“我执” 破这些奇奇怪怪的鄙视链 用阿莱的鄙视用索尼的 用大机器的鄙视用小机器的 用大底胶片的歧视用数码的歧视手机 搞电影的鄙视搞广告的鄙视搞短视频的鄙视抖音快手… 反正想法不重要？创意和审美不值钱？（有些甲方这么觉得 创意？比大排场值钱么？应该付费么？）知识 方法论 都是中性的 看谁用 看怎么用 好的方法论各个圈子都值得借鉴 向影视飓风学习 逻辑性系统性普适性【强】【强】,0,2
699413882,日月兼程-,其实tim讲的我几乎一点都用不到，但是就是听他讲话挺舒服，视频虽然都有20分钟左右，但是他说话真的享受,0,2
73536395,智小志,太喜欢你们了,0,2
225569891,阿楠_sir,每一期都是干货满满。这个行业没有热爱简直就是受罪。,0,2
391760417,小z宇z宙,从Tim上学时期开始粉，一路跟下来，再看看自己现在。唉~,0,2
318901086,申小萱的古月琴事,影视飓风好棒！,0,2
129205746,土特土特,看了tim好几年的年度总结视频，看着看着突然联想到前几年在视频中说的那些遇到的坎，现在讲话越来越自信，影视飓风也越来越好了，无限进步,0,2
354175273,彬彬童鞋,"要习惯把脑子里的好点子记录下来,策划要详细的作出对目标的预期，便于理清思路拍摄前文案分镜头确定好，打印出来携带外出摄影器材进行统计。出门前后在表中确认找到要用的即可拍摄中确定相机方案，如固定场景口播，最好的相机+定焦镜头；长时间记录场景，便携+电池充足相机学会监看画面（用大屏幕有专人监看会保证画面以最佳的效果呈现）确定收音方案，如固定场景口播，用枪式麦克风；其他均用小蜜蜂或罗德2拍摄后素材上传以及封卡备份剪辑 调色 动效 音效上传内容 封面 标题 投放时间 数据反馈  复盘学会使用成熟的理论来检验自己的视频质量（HKRR）不能唯数据论，确定自己喜欢的内容，做就好了策划决定了视频的下限，执行决定了内容的上线技术是内容的基石，不断优化，不要让画质影响你的创意",0,2
37028832,PlagueInnocent,游泳池可以把枪麦挂在板子下，然后专门几个收环境音，最后两个反向叠加，直接主动降噪原理[吃瓜],0,2
37408712,趣评测,半夜学习中。[打call],0,2
10055770,EAYER,头部up的经验分享，含金量真的离谱,0,2
49833444,Teddy_w,超级喜欢影视飓风！！希望tim团队也越来越好～,0,2
399442180,人生百味巧克力,最后说的太好了，娱乐化本来就是人的本性，然而我们要想真的学到一些东西，真正的丰富我们的精神价值，还是需要一些好的真正有内涵的视频，这个时代我们每个人都可以是信息的传播者，为何不一起像tim一样无限进步呢?,0,2
38311203,七月Julyc,亿点点不一样我个人感觉，跟以往有些科学探索的纪录片有点类似[打call],0,2
14354188,十一月万岁,我怀疑你这是雇主品牌建设 你们公司还缺策划嘛 我觉得去你们公司能学到很多东西hhhhh 我海归电影专业毕业的！,0,2
29036394,兰陵枣庄王,不仅仅是内容分享，对于新手入门或者提起兴趣方面来说也是不错的视频，绝了，这视频整的我都想去拍视频了，都已经在构思可行性了，突然发现我没钱，甚至剪辑设备都没有[笑哭],0,2
98866671,兰希哥们说,看影视飓风这么久第一次评论，我对影像知识一窍不通，平时看也就是图一乐，当看到这一期的时候，我所感受到的不是做为普通影音工作者所能承载的工作量和知识量，毕竟我对这方面一窍不通，但是涵摄到我的工作层面我真的体会到想要把一份工作做精做好所要付出的努力，我认为所谓匠人精神就是如此吧，正因为能把细节处理的如此只好，把工作流程处理的如此清晰，才能够受人爱戴，此片给予我鼓励，感谢团队让我受益匪浅，让我知道如何立足本职工作继续前行！[打call][打call][打call],0,2
404330632,我萨尔达无色,确实不能把精力放在整活上，但既然已经有了这么优质的内核以及技术，如何让b站粉丝以及非专业粉丝更轻松更愉悦的接受创作的内容就是更加值得思考得事情,0,2
12492457,不能秃头的皮皮丘,难道只有我关注up的颜值吗[嗑瓜子],0,2
9120093,偷个半闲,歪个楼，元旦去看《穿过寒冬拥抱你》，感觉里面钢琴老师（后来才知道是朱一龙，真的没认出来，看的作品少，求各方粉丝轻拍）和影视飓风好像好像啊[喜极而泣]，刚开始还以为影视飓风跑去拍电影了[喜极而泣]，不知道是不是我一个人的感觉。（两个我都觉得很帅！！个人审美！！求放过我，我就是单纯的想表达一下up主很帅，求求了[大哭]）,0,2
12186601,Alex丶落樱,哇，这信息量，真的是我可以免费看的吗，好实用啊[笑哭],0,2
238766751,翻滾吧小汤圓,科学，管理，合理，沟通，经验，反馈，进步。太棒了，看完后我觉得我对很多东西都有自己的点子了，受益良多，谢谢~,0,2
10841404,布鲁斯喆理,有没有脚本和剧本的模板[doge],0,2
382810207,Wallon诗人拽小根,视频中强调不要唯数据论，没错，xxx挑战播放量确实很高，但有啥意义呢？对于一个账号的运营和增长没有任何帮助，完全就是在消耗粉丝基础。,0,2
499183829,诺亚奥特曼高达,我UP主一个个人做剪辑视频制作,2,2
374005791,陈平安-狗头,懂了，王刚，品诺王，教我们开店，tim教我们如何当一个up主（开公司）。B站是一个学习的网站[doge],0,2
172307038,兔砸旎好,直接三连[OK][打call][打call],0,2
491210231,JeffZhang94,原来Tim用飞书，是真的好用[墨镜],0,2
21240739,月下の尘,一健三连居然有TIM的特效，NB啊,3,2
10285534,冰冻灬火炉,感觉在影视飓风工作能学到好多东西[辣眼睛][辣眼睛][辣眼睛],0,2
13255539,vvv-ilen,太强了这流程分工之类的，大佬的经验分享真的很有用了,0,2
9295158,咖喱咖啡,Tim真的是我看过的最专业的B站up了，没有之一,0,2
32798564,华生的小白鼠,偷拍的是小狗[doge],0,2
18174412,_普通玩家_,这是tim，本期全都是干货，非常宝贵的经验和技巧，快说谢谢tim[保佑],0,2
179784647,不觉夜雨声烦,狂暴影视自爆,0,2
97068576,梦逍遥づ,呼呼大睡zZZ[蛆音娘_睡觉觉][蛆音娘_睡觉觉][蛆音娘_睡觉觉],0,2
32168392,没有呆毛的黑呆,手机漏油了、下次一定[doge],0,2
47725334,千雪w丶,一人血书白皮书[藏狐],0,2
60941222,剑风倚荡激千尺,细节拉满,0,2
433411249,像素即现在,影视飓风，无限进步[脱单doge],0,2
26588849,吾乃250次元类人体生命,才发现给影视飓风三连会有不一样的特效[哦呼][哦呼],0,2
202248980,cheergo66,真是优秀的团队啊，成长的太快了， 每年看影视飓风都会有新的惊喜,0,2
1393317092,你欺负我了,如果没猜错的话，我又要白嫖了[tv_害羞],0,2
1380777175,小楼同学studio,看到的晚了,0,2
20581210,御坂No_12345,影视飓风居然有这么多人啊，90多[笑哭]我还以为就一二十人呢,0,2
38593684,可爱多F_,全是干货！,1,2
361556391,庄子HD,我去年一共就做了17期视频……,0,2
65554287,梨山老母关门弟子,抢前排，想不出骚话[藏狐]，那就祝考试周的各位都全过吧[脱单doge][脱单doge],0,3
499183829,诺亚奥特曼高达,我使用手机做剪辑视频制作存钱买电脑,0,2
14260649,caipod,想问一下你们使用的adobe全家桶以及其他专业软件是正版的吗？,0,1
693462522,HIT知行合一,牛逼,0,1
513771472,小张张张张张张张啊,我好喜欢这个up呀，为什么感觉好帅[脸红],0,1
481270434,离地狱一步,100万整,0,1
518981090,惊艳起飞鸿,“因为我们喜欢，就这么简单”,0,1
1647902623,停止内卷就地躺平,说真的每次看影视飓风的视频，都觉得很真诚……,0,1
243394288,今天学Excel了没,真的好用心啊，很感慨，我所期待的自己的模样就是这样，希望有一天我能真正做到,0,1
52823601,Fortunato__,影视飓风整个团队都太棒了！一期期的视频肉眼可见的进步，这其中要付出多大的努力啊[打call]tim在这个视频里提出的好多建议和做法都是现在我可以学到的！永远期待下一个视频[给心心]也期待分镜头app[微笑]我上个月手绘200+分镜头最后一张张保存导入word[藏狐]太爽了[doge],0,1
91557275,资本坟墓,说背景音乐那个，我想到最近的电影沙丘，背景音乐完全把人声覆盖了，根本听不清说的什么,0,1
1022576133,冥亡星Pluto,@影视飓风 Tim：不看私信，不会评论[doge],0,1
1022576133,冥亡星Pluto,还想看“画质改造计划”[给心心][doge],0,1
1719625734,肉末豆腐渣,太厉害了，看完就一个感受：专业的东西交给专业的人来做,0,1
65885892,MoonHee不摸黑,非常希望狂风影视，跟着jim学到了很多,0,1
392188926,番茄炒蛋哈哈马,带劲，👍🏻,0,1
23565301,大莨仔,乱七八糟那个文件很真实，完全受不了[笑哭],0,1
618390232,一枼之辞,做过策划岗的都知道 头发真的除了在头上，到处都是[灵魂出窍],0,1
324315,小血锋,非常喜欢影视飓风，一直想请教一下，我是个人拍摄视频，平时去哪都东拍西拍，久而久之就积攒了一大堆的素材，手机里的，相机里的，大疆里的，各种各样，本职工作一忙起来，拍的素材就这么扔那了，等想起来要整理，面对海量的素材，个人又没有1.5pb的硬盘，应该如何去规划&使用这些海量素材呢，已经用过的素材，如何判断哪些值得保留哪些“有可能”未来还用得着呢？,0,1
39673644,湘人社发,分镜头的app 我等！！,0,1
91776029,韬丷,非常不错，感谢分享,0,1
412539973,海星r,我看到了up主团队的专业和用心，这么优质的落地性这么强的视频我觉得只有你们团队才能做的出来，非常棒。那一天Tim 不干这行了，我觉得你的思路，拆解业务的方法也是能让你做好任何事情👍,0,1
174385946,黑暗骑士SWEET,在影视飓风工作，每个人都需要专业化，各司其职,0,1
1961962482,迷惑行为事件簿,难道没有一个人想知道，怎么做到BGM声音大而不吵的吗？,0,1
211914515,嘤嘤果,差生工具多[傲娇],0,1
454916765,沐风亦汐,[热词系列_三连],0,1
84050251,ClaymoreGuo,佳能DV是啥型号啊？！求链接！,0,1
1368165265,恰个汉堡吧,有个问题困扰了很久了 有没有一种软件 可以声音平衡就是比如说人声有个最高阈值和最低阈值 或者背景 或者总体 最好是背景人声总体可调 你看这个视频调的音量是80%有60-80分贝 到下个视频或者下个场景你80%音量他是10分贝或者120分贝 可以自动适配到60-80分贝 b站看视频有的很大有的很小 然后看欧美电影很多大片都是背景贼大说话声很小 [思考][思考][思考],0,1
66997235,川子的有声手帐,太牛了！！！,0,1
145382,雪家赘婿,当我知道Tim的背景的时候，我想这才是真后浪，仇富了有成见了，但看几期视频之后觉得小伙子还是有热情有感情的还不错,0,1
1013386929,艾讲,好的点子随时记/好选题标准hkrr：快乐，知识，共鸣，节奏。立项~策划（下限）~调研~执行（上限）（画面+收音）~后期（详细分工dit 管理素材/剪辑/动效/调音/调色）~审片（封面/标题/测试/投放时间）~复盘（数据分析）！太有用了！🙏🙏🙏,0,1
